FIRST,LAST,NICKNAME,URL,FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB
Ben,Askren,Funky,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,Ben Askren,"5' 11""",170 lbs.,"73""",Orthodox,1984-07-18
JP,Buys,Young Savage,http://ufcstats.com/fighter-details/0b362247806341e5,JP Buys,"5' 5""",135 lbs.,"67""",Orthodox,1996-04-30
Josh,Neal,,http://ufcstats.com/fighter-details/0b534765dca35e71,Josh Neal,"6' 0""",185 lbs.,,,
Steve,Steinbeiss,The Hooligan,http://ufcstats.com/fighter-details/0b5b6876c2a4723f,Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,1981-05-05
Scott,Jorgensen,Young Guns,http://ufcstats.com/fighter-details/0b64d0fed453ef7f,Scott Jorgensen,"5' 5""",135 lbs.,"66""",Orthodox,1982-09-17
Marloes,Coenen,,http://ufcstats.com/fighter-details/0b77a05bcbd2de74,Marloes Coenen,"5' 9""",145 lbs.,"67""",,1981-03-31
Matt,Bessette,The Mangler,http://ufcstats.com/fighter-details/0b8d512c79b4baf3,Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,1984-12-28
Keith,Berry,,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07,Keith Berry,"6' 1""",185 lbs.,,,1987-10-25
Nate,Smith,The Savage,http://ufcstats.com/fighter-details/0bbb69f69c9a2eea,Nate Smith,"5' 6""",125 lbs.,"69""",Switch,1995-04-09
Trevor,Peek,,http://ufcstats.com/fighter-details/0bc697c5936a2d0a,Trevor Peek,"5' 9""",155 lbs.,"70""",Switch,1995-01-09
Fabiano,Scherner,Pegaleve,http://ufcstats.com/fighter-details/0bc7e61d204f2137,Fabiano Scherner,"6' 3""",257 lbs.,,Orthodox,1972-06-30
Tom,DeBlass,,http://ufcstats.com/fighter-details/0bcfe2513cb3bc39,Tom DeBlass,"6' 0""",185 lbs.,,Orthodox,1982-05-14
Mitch,Raposo,,http://ufcstats.com/fighter-details/0be6776db31d98ec,Mitch Raposo,"5' 5""",125 lbs.,"64""",Switch,1998-10-16
Mike,Seal,Crazy Boy,http://ufcstats.com/fighter-details/0c01568b1ac77bff,Mike Seal,"6' 4""",185 lbs.,,Orthodox,
Doug,Marshall,The Rhino,http://ufcstats.com/fighter-details/0c1773639c795466,Doug Marshall,"5' 10""",205 lbs.,,Orthodox,1975-09-09
Josh,Appelt,,http://ufcstats.com/fighter-details/0c1a04afca64e38f,Josh Appelt,"5' 10""",255 lbs.,,Southpaw,1983-06-19
Kevin,Natividad,Quicksand,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1,Kevin Natividad,"5' 6""",135 lbs.,"70""",Orthodox,1993-04-02
Lukasz,Brzeski,The Bull,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19,Lukasz Brzeski,"6' 4""",236 lbs.,"78""",Orthodox,1992-05-17
Virgil,Zwicker,RezDog,http://ufcstats.com/fighter-details/0c277f3ff66b0208,Virgil Zwicker,"6' 2""",205 lbs.,"74""",,1982-06-26
Ryan,Gracie,,http://ufcstats.com/fighter-details/0c3838c8f7c620c2,Ryan Gracie,"5' 9""",200 lbs.,,Orthodox,1974-08-14
Caio,Magalhaes,Hellboy,http://ufcstats.com/fighter-details/0c5c66ddd1886b83,Caio Magalhaes,"6' 1""",185 lbs.,"73""",Orthodox,1987-12-14
Jim,Wallhead,Judo,http://ufcstats.com/fighter-details/0c670b443c3d269f,Jim Wallhead,"5' 10""",170 lbs.,,Orthodox,1984-03-14
Brad,Tavares,,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,1987-12-21
Marcelo,Guimaraes,Magrao,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d,Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,1983-06-25
Fredy,Serrano,El Profe,http://ufcstats.com/fighter-details/0ccab7c889ede9ea,Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,1979-09-22
Robert,Valentin,Robzilla,http://ufcstats.com/fighter-details/0cd0456d6029cec2,Robert Valentin,"6' 2""",185 lbs.,"77""",Orthodox,1995-03-31
Enson,Inoue,Yamato Damashii,http://ufcstats.com/fighter-details/0cf935519d439ba6,Enson Inoue,"5' 10""",210 lbs.,,Orthodox,1967-04-15
Angelo,Trevino,Baby Monsta,http://ufcstats.com/fighter-details/0cf9f5518d6063bb,Angelo Trevino,"5' 11""",170 lbs.,,Switch,1993-06-10
Mike,Hayes,,http://ufcstats.com/fighter-details/0cfbbfa0ba6d9855,Mike Hayes,"6' 4""",230 lbs.,,Orthodox,
Jon,Delos Reyes,The Heat,http://ufcstats.com/fighter-details/0d0351c20169a499,Jon Delos Reyes,"5' 6""",125 lbs.,"67""",Orthodox,1987-08-19
Jansey,Silva,Jones,http://ufcstats.com/fighter-details/0d09efd31eb9fadf,Jansey Silva,"6' 2""",185 lbs.,"67""",Orthodox,1995-05-30
Hiroyuki,Takaya,Streetfight Bancho,http://ufcstats.com/fighter-details/0d16bdb7d32e88e9,Hiroyuki Takaya,"5' 6""",139 lbs.,,Orthodox,1977-06-10
Rocky,Lee,,http://ufcstats.com/fighter-details/0d1c163b206e8c5f,Rocky Lee,"5' 9""",145 lbs.,,Orthodox,1987-04-08
Jonny,Carson,,http://ufcstats.com/fighter-details/0d49ddc07bd8c747,Jonny Carson,"5' 10""",155 lbs.,,,
Sean,Pierson,The Punisher,http://ufcstats.com/fighter-details/0d506315895efffc,Sean Pierson,"6' 0""",170 lbs.,"76""",Southpaw,1976-03-10
Mick,Parkin,,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,Mick Parkin,"6' 4""",265 lbs.,"79""",Orthodox,1995-10-02
Sheymon,Moraes,,http://ufcstats.com/fighter-details/0d62719b1dcf7c40,Sheymon Moraes,"5' 8""",145 lbs.,"72""",Orthodox,1990-10-11
Michal,Oleksiejczuk,Hussar,http://ufcstats.com/fighter-details/0d65c432720accb9,Michal Oleksiejczuk,"6' 0""",185 lbs.,"74""",Southpaw,1995-02-22
Dricus,Du Plessis,Stillknocks,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e,Dricus Du Plessis,"6' 1""",185 lbs.,"76""",Switch,1994-01-14
Sean,Strickland,,http://ufcstats.com/fighter-details/0d8011111be000b2,Sean Strickland,"6' 1""",185 lbs.,"76""",Orthodox,1991-02-27
Jordan,Dowdy,,http://ufcstats.com/fighter-details/0d9312337fdce39a,Jordan Dowdy,,170 lbs.,,,
Shamil,Gamzatov,,http://ufcstats.com/fighter-details/0d980975001ae3d8,Shamil Gamzatov,"6' 2""",205 lbs.,"76""",Orthodox,1990-08-09
Dieusel,Berto,,http://ufcstats.com/fighter-details/0db70ca89e1c7374,Dieusel Berto,"5' 9""",200 lbs.,,,
Ivan,Lopez,,http://ufcstats.com/fighter-details/0db9d2486d564a3c,Ivan Lopez,"5' 6""",135 lbs.,,Southpaw,
Rafael,Natal,Sapo,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,Rafael Natal,"6' 0""",185 lbs.,"77""",Orthodox,1982-12-25
Danny,Chavez,The Colombian Warrior,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c,Danny Chavez,"5' 8""",145 lbs.,"67""",Orthodox,1987-03-14
Matt,Lindland,The Law,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,Matt Lindland,"6' 0""",185 lbs.,"74""",Southpaw,1970-05-17
Magnus,Cedenblad,Jycken,http://ufcstats.com/fighter-details/0e21976afc92e4d1,Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,1982-04-10
Issac,DeJesus,,http://ufcstats.com/fighter-details/0e2c2daf11b5d8f2,Issac DeJesus,,145 lbs.,,,
Chris,Liguori,,http://ufcstats.com/fighter-details/0e31bfd26cc8c503,Chris Liguori,"5' 9""",185 lbs.,,Orthodox,
Timmy,Cuamba,Twilight,http://ufcstats.com/fighter-details/0e46690e55a8df75,Timmy Cuamba,"5' 9""",145 lbs.,"71""",Orthodox,1999-02-08
Eric,Esch,Butterbean,http://ufcstats.com/fighter-details/0e4daed84a8f39a6,Eric Esch,"5' 11""",350 lbs.,,Orthodox,1968-08-03
Bruno,Souza,The Tiger,http://ufcstats.com/fighter-details/0e5c4e72237461bb,Bruno Souza,"5' 10""",145 lbs.,"70""",Orthodox,1996-03-07
Sherrard,Blackledge,The Thriller,http://ufcstats.com/fighter-details/0e5c79b3594ff0ad,Sherrard Blackledge,"5' 11""",155 lbs.,"75""",Orthodox,1993-08-16
Louis,Jauregui,,http://ufcstats.com/fighter-details/0e8744ded08ee5fb,Louis Jauregui,"5' 7""",170 lbs.,,,
Dhafir,Harris,Dada 5000,http://ufcstats.com/fighter-details/0e96af5220d27ed4,Dhafir Harris,,257 lbs.,,,1977-08-04
Sam,Adkins,The Experience,http://ufcstats.com/fighter-details/0e9869d712e81f8f,Sam Adkins,"6' 3""",225 lbs.,,Orthodox,1965-04-26
Trevor,Harris,,http://ufcstats.com/fighter-details/0e98b05d3cf6d271,Trevor Harris,"5' 6""",145 lbs.,,,
Scott,Fiedler,,http://ufcstats.com/fighter-details/0ec821423baa26bd,Scott Fiedler,"6' 4""",235 lbs.,,Orthodox,
Vitor,Belfort,The Phenom,http://ufcstats.com/fighter-details/0ee783aa00e468f0,Vitor Belfort,"6' 0""",185 lbs.,"74""",Southpaw,1977-04-01
Manny,Tapia,The Mangler,http://ufcstats.com/fighter-details/0eec866a077889f0,Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,1981-03-14
Steve,Mann,,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2,Steve Mann,"6' 1""",170 lbs.,,,
YoungJae,Song,Super Rookie,http://ufcstats.com/fighter-details/0efb0d4ebb950fcb,YoungJae Song,"5' 7""",145 lbs.,"70""",Orthodox,1996-01-03
Nikolay,Veretennikov,,http://ufcstats.com/fighter-details/0f1efce7d2571d10,Nikolay Veretennikov,"6' 1""",170 lbs.,"75""",Orthodox,1989-12-22
Sean,Sharaf,The Smoke,http://ufcstats.com/fighter-details/0f3a990526c5e706,Sean Sharaf,"6' 3""",252 lbs.,"77""",Orthodox,1993-07-11
Chasen,Blair,Mestizo,http://ufcstats.com/fighter-details/0f4a536507f33576,Chasen Blair,"5' 10""",155 lbs.,"71""",Orthodox,1998-10-14
Joao,Roque,,http://ufcstats.com/fighter-details/0f6528b461e47462,Joao Roque,"5' 6""",155 lbs.,,Orthodox,1971-07-22
Mario,Rivera,,http://ufcstats.com/fighter-details/0f7210aa8d61af8d,Mario Rivera,"5' 10""",170 lbs.,,,
Yuri,Villefort,,http://ufcstats.com/fighter-details/0fb1e2694a39a02f,Yuri Villefort,"6' 0""",170 lbs.,"73""",Orthodox,1991-03-23
Said,Nurmagomedov,,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,1992-04-05
Cain,Velasquez,,http://ufcstats.com/fighter-details/0ff11cc094e887bc,Cain Velasquez,"6' 1""",240 lbs.,"77""",Orthodox,1982-07-28
Kleydson,Rodrigues,KR,http://ufcstats.com/fighter-details/102a8fdf8cbf7467,Kleydson Rodrigues,"5' 5""",135 lbs.,"67""",Orthodox,1995-10-22
Emil,Meek,Valhalla,http://ufcstats.com/fighter-details/103b06d8707895a9,Emil Meek,"5' 11""",170 lbs.,"74""",Switch,1988-08-20
Irina,Alekseeva,Russian Ronda,http://ufcstats.com/fighter-details/103e2e33a60683e1,Irina Alekseeva,"5' 8""",135 lbs.,"67""",Orthodox,1990-06-27
Andy,Waters,,http://ufcstats.com/fighter-details/103e2e67919379c5,Andy Waters,"6' 0""",170 lbs.,,,
Joey,Gambino,The Raging Warrior,http://ufcstats.com/fighter-details/10559c53de0b950e,Joey Gambino,"5' 7""",145 lbs.,,Orthodox,1988-10-26
Shunichi,Shimizu,,http://ufcstats.com/fighter-details/10657c60ce349e0f,Shunichi Shimizu,"5' 5""",135 lbs.,,Orthodox,1985-01-31
Mack,Brewer,,http://ufcstats.com/fighter-details/106a925d947a0de9,Mack Brewer,,205 lbs.,,,
Igor,Zinoviev,Houdini,http://ufcstats.com/fighter-details/108afe61a26bcbf4,Igor Zinoviev,"6' 1""",199 lbs.,,Orthodox,
Nikita,Krylov,The Miner,http://ufcstats.com/fighter-details/1091d4d957141094,Nikita Krylov,"6' 3""",205 lbs.,"77""",Orthodox,1992-03-07
Krishaun,Gilmore,,http://ufcstats.com/fighter-details/10ccdcd14c3dfcf1,Krishaun Gilmore,,,,,
Christian,Uflacker,,http://ufcstats.com/fighter-details/10ccf4ec9913cadc,Christian Uflacker,"5' 11""",170 lbs.,,,1985-08-04
SeongChan,Hong,Honey Badger,http://ufcstats.com/fighter-details/10d4575f497face4,SeongChan Hong,"5' 7""",155 lbs.,"69""",Orthodox,1989-11-28
Rocky,Long,,http://ufcstats.com/fighter-details/10e04e5e81f391a0,Rocky Long,,145 lbs.,,,1978-02-18
Dominick,Cruz,The Dominator,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97,Dominick Cruz,"5' 8""",135 lbs.,"68""",Orthodox,1985-03-09
Jeremy,Malaterre,,http://ufcstats.com/fighter-details/110404b505fb562c,Jeremy Malaterre,"5' 11""",155 lbs.,,,
Karl,Reed,No Worries,http://ufcstats.com/fighter-details/11337d069261bf3a,Karl Reed,"6' 3""",205 lbs.,"78""",Orthodox,1988-10-27
Davey,Grant,Dangerous,http://ufcstats.com/fighter-details/113df4fde64735c6,Davey Grant,"5' 8""",135 lbs.,"69""",Orthodox,1985-12-18
Marcos,Brigagao,Ironside,http://ufcstats.com/fighter-details/11547e29f253fb89,Marcos Brigagao,"6' 3""",205 lbs.,"76""",Southpaw,1996-04-01
Lucas,Alexander,The Lion,http://ufcstats.com/fighter-details/11583163f45c7b31,Lucas Alexander,"5' 11""",145 lbs.,"73""",Orthodox,1995-07-28
Devin,Cole,,http://ufcstats.com/fighter-details/1174782eacde9b0c,Devin Cole,"6' 4""",240 lbs.,,Orthodox,1976-10-01
Blake,Watkins,,http://ufcstats.com/fighter-details/117580b232409824,Blake Watkins,,185 lbs.,,,
ChangHo,Lee,,http://ufcstats.com/fighter-details/117a06469813e4ef,ChangHo Lee,"5' 8""",135 lbs.,"69""",Orthodox,1994-05-09
Michelle,Maher,,http://ufcstats.com/fighter-details/118463dd8db16e7f,Michelle Maher,,145 lbs.,,,
Yuki,Ishikawa,,http://ufcstats.com/fighter-details/119ebea97e914dcf,Yuki Ishikawa,"5' 11""",205 lbs.,,Orthodox,
Rodrigo,Lidio,Dynamis,http://ufcstats.com/fighter-details/11b5a809c3120e27,Rodrigo Lidio,"5' 11""",155 lbs.,"73""",Orthodox,1989-07-07
Rob,McCullough,Razor,http://ufcstats.com/fighter-details/11e3fd7546359fc5,Rob McCullough,"5' 9""",155 lbs.,"69""",Orthodox,1977-05-26
Aaron,Rosa,,http://ufcstats.com/fighter-details/11f8860028b68fcf,Aaron Rosa,"6' 4""",205 lbs.,"77""",Orthodox,1983-05-28
Samy,Schiavo,,http://ufcstats.com/fighter-details/1208ffc5be6e31ad,Samy Schiavo,"5' 8""",155 lbs.,,Orthodox,1975-12-24
Mario,Neto,Sukata,http://ufcstats.com/fighter-details/1209b5134401ca53,Mario Neto,"6' 0""",229 lbs.,,Orthodox,
Joe,Pearson,The Triangular Strangler,http://ufcstats.com/fighter-details/122806b56775a53a,Joe Pearson,"5' 10""",145 lbs.,,Orthodox,1978-03-28
Shana,Dobson,Danger,http://ufcstats.com/fighter-details/122ac9b816d8b71c,Shana Dobson,"5' 6""",125 lbs.,"69""",Orthodox,1989-03-30
Montserrat Conejo,Ruiz,,http://ufcstats.com/fighter-details/1235b31de15d0c6e,Montserrat Conejo Ruiz,"5' 0""",115 lbs.,"61""",Southpaw,1993-02-03
Vernon,White,Tiger,http://ufcstats.com/fighter-details/12458872d6afae1b,Vernon White,"6' 0""",205 lbs.,,Southpaw,1971-12-03
Nick,Maximov,,http://ufcstats.com/fighter-details/12585614e0ed2626,Nick Maximov,"6' 0""",185 lbs.,"76""",Southpaw,1997-12-23
Joilton,Lutterbach,Peregrino,http://ufcstats.com/fighter-details/12630a4aa0894da8,Joilton Lutterbach,"6' 1""",185 lbs.,"75""",Orthodox,1992-11-05
Chad,Corvin,The Brave Warrior,http://ufcstats.com/fighter-details/1267b631db78665a,Chad Corvin,"6' 5""",255 lbs.,,,
Qiu,Lun,Tibetan Knight,http://ufcstats.com/fighter-details/126bdc1710a8cbf4,Qiu Lun,"5' 8""",125 lbs.,"66""",Southpaw,1997-07-08
George,Zuniga,,http://ufcstats.com/fighter-details/1291dd6b8ab4d952,George Zuniga,"5' 9""",185 lbs.,,,
Julio,Arce,,http://ufcstats.com/fighter-details/1291edf2d566a71a,Julio Arce,"5' 7""",145 lbs.,"70""",Southpaw,1989-10-27
Garett,Whiteley,Goodnight,http://ufcstats.com/fighter-details/129537073431e52e,Garett Whiteley,"6' 0""",155 lbs.,"72""",Orthodox,1980-12-13
Neiman,Gracie,,http://ufcstats.com/fighter-details/12d855d12a624da2,Neiman Gracie,"6' 0""",170 lbs.,,,
Luis,Saldana,,http://ufcstats.com/fighter-details/12e0fdc606f7e274,Luis Saldana,"5' 11""",145 lbs.,"73""",Orthodox,1991-01-27
Bruno,Silva,Blindado,http://ufcstats.com/fighter-details/12ebd7d157e91701,Bruno Silva,"6' 0""",185 lbs.,"74""",Orthodox,1989-07-13
Jerrod,Sanders,J-Reazie,http://ufcstats.com/fighter-details/12f1b140e248bdb9,Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,1979-10-01
Joanne,Wood,JoJo,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,Joanne Wood,"5' 6""",125 lbs.,"65""",Orthodox,1985-12-23
Young Sam,Jung,,http://ufcstats.com/fighter-details/13104eaed3ae96c3,Young Sam Jung,"5' 8""",139 lbs.,,Orthodox,1985-10-27
Brandon,Hester,The Beast,http://ufcstats.com/fighter-details/13150cf89a5b81e0,Brandon Hester,"6' 1""",205 lbs.,,,
Bubba,Bush,The Fightin' Texas Aggie,http://ufcstats.com/fighter-details/132505067f08c54d,Bubba Bush,"6' 0""",185 lbs.,,Orthodox,1985-07-24
Valentina,Shevchenko,Bullet,http://ufcstats.com/fighter-details/132deb59abae64b1,Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,1988-03-07
Goran,Reljic,,http://ufcstats.com/fighter-details/132f860d02953f4c,Goran Reljic,"6' 3""",205 lbs.,"81""",Southpaw,1984-03-20
Israel,Adesanya,The Last Stylebender,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel Adesanya,"6' 4""",185 lbs.,"80""",Switch,1989-07-22
Logan,Woods,One Hit,http://ufcstats.com/fighter-details/133a9d2e6efd8a50,Logan Woods,,185 lbs.,,,1994-05-30
Damir,Ismagulov,Qazaq,http://ufcstats.com/fighter-details/135d124172a0bea3,Damir Ismagulov,"5' 10""",155 lbs.,"74""",Orthodox,1991-02-03
Josh,Wick,The White Mamba,http://ufcstats.com/fighter-details/13935768cf8aeb86,Josh Wick,"5' 9""",155 lbs.,"69""",Switch,1994-10-04
Jared,Cannonier,The Killa Gorilla,http://ufcstats.com/fighter-details/13a0275fa13c4d26,Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,1984-03-16
Bryan,Vetell,,http://ufcstats.com/fighter-details/13a0fb8fbdafb54f,Bryan Vetell,"6' 3""",265 lbs.,,Southpaw,1977-07-26
Kevin,Jackson,,http://ufcstats.com/fighter-details/13b2f59210dda9cc,Kevin Jackson,"5' 10""",199 lbs.,,Switch,
Brad,Kohler,,http://ufcstats.com/fighter-details/13c4313ed0f744f3,Brad Kohler,"5' 9""",220 lbs.,,Orthodox,1964-05-26
Steve,Nelmark,The Sandman,http://ufcstats.com/fighter-details/13e62d766b709aa6,Steve Nelmark,"6' 0""",240 lbs.,,Orthodox,
Robelis,Despaigne,The Big Boy,http://ufcstats.com/fighter-details/140567899d98978a,Robelis Despaigne,"6' 7""",265 lbs.,"84""",Orthodox,1988-09-09
Mauricio,Rua,Shogun,http://ufcstats.com/fighter-details/140745cbbcb023ac,Mauricio Rua,"6' 1""",205 lbs.,"76""",Orthodox,1981-11-25
Tommy,Speer,,http://ufcstats.com/fighter-details/1411c630ba711b64,Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,1984-08-20
Colley ,Bradford,,http://ufcstats.com/fighter-details/1433786ac76cf777,ColleyBradford,"5' 7""",145 lbs.,,,
Jonathan,Rivera,,http://ufcstats.com/fighter-details/145df84ea4dfd904,Jonathan Rivera,,155 lbs.,,,
Tresean,Gore,Mr. Vicious,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,Tresean Gore,"6' 0""",185 lbs.,"75""",Switch,1994-06-21
Toshiomi,Kazama,,http://ufcstats.com/fighter-details/148bb103cfbf123e,Toshiomi Kazama,"5' 7""",135 lbs.,"69""",Orthodox,1997-05-15
Ange,Loosa,The Last Ninja,http://ufcstats.com/fighter-details/1497e735d9f2560a,Ange Loosa,"5' 10""",170 lbs.,"74""",Orthodox,1993-03-18
Scott,Harper,,http://ufcstats.com/fighter-details/14a433bccba87016,Scott Harper,"6' 0""",185 lbs.,,Orthodox,1972-04-14
Iliarde,Santos,,http://ufcstats.com/fighter-details/14aa21bc82cac57d,Iliarde Santos,"5' 5""",125 lbs.,"67""",Orthodox,1980-09-25
Rafael,Freitas,Capoeira,http://ufcstats.com/fighter-details/14b9e0f2679a2205,Rafael Freitas,,205 lbs.,,Orthodox,
Chad,George,Savage,http://ufcstats.com/fighter-details/14e797332ea32cdb,Chad George,"5' 6""",135 lbs.,"68""",Southpaw,1982-04-30
Norman,Parke,Stormin',http://ufcstats.com/fighter-details/14ff46596ad80609,Norman Parke,"5' 11""",155 lbs.,"70""",Southpaw,1986-12-22
John,Renken,The Saint,http://ufcstats.com/fighter-details/1507214bbc7a79e2,John Renken,"6' 0""",190 lbs.,,Orthodox,
Max,Holloway,Blessed,http://ufcstats.com/fighter-details/150ff4cc642270b9,Max Holloway,"5' 11""",145 lbs.,"69""",Orthodox,1991-12-04
Daniel,Straus,,http://ufcstats.com/fighter-details/15347cd4cdf01b03,Daniel Straus,"5' 7""",145 lbs.,"71""",,1984-07-27
Anna,Elmose,Panda,http://ufcstats.com/fighter-details/1536a25e16fc299b,Anna Elmose,"5' 3""",115 lbs.,,Orthodox,1984-10-06
Pawel,Nastula,,http://ufcstats.com/fighter-details/154a6b3ffae264cd,Pawel Nastula,"6' 0""",230 lbs.,,Southpaw,1970-06-26
Joey,Villasenor,Smokin' Joe,http://ufcstats.com/fighter-details/15515e797aedc137,Joey Villasenor,"6' 0""",185 lbs.,,Orthodox,1975-10-17
Dos,Caras Jr.,,http://ufcstats.com/fighter-details/155a02a8b4311057,Dos Caras Jr.,"6' 4""",225 lbs.,,Orthodox,1977-05-25
Solomon,Hutcherson,King,http://ufcstats.com/fighter-details/155bfc7ed36622df,Solomon Hutcherson,"5' 11""",185 lbs.,,Southpaw,1972-08-31
Alex,Andrade,El Toro,http://ufcstats.com/fighter-details/1562b12763cc8d67,Alex Andrade,"5' 11""",200 lbs.,,Orthodox,1974-05-14
Tom,Breese,,http://ufcstats.com/fighter-details/1588b787bda7b540,Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,1991-09-26
Leandro,Silva,Buscape,http://ufcstats.com/fighter-details/159da492e000afbf,Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,1985-11-11
Rafaello,Oliveira,Tractor,http://ufcstats.com/fighter-details/15b1b21cd743d652,Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,1982-01-26
Alexander,Crispim,,http://ufcstats.com/fighter-details/15dedd05f8bcb475,Alexander Crispim,,145 lbs.,,,
Danny,Abbadi,The Assassin,http://ufcstats.com/fighter-details/15df64c02b6b0fde,Danny Abbadi,"5' 11""",155 lbs.,,Orthodox,1983-07-03
Nathan,Coy,Soulforce,http://ufcstats.com/fighter-details/15ec018d144710db,Nathan Coy,"5' 10""",170 lbs.,"69""",Southpaw,1978-07-24
Brian,Geraghty,Duke,http://ufcstats.com/fighter-details/15edcf67ccf5be84,Brian Geraghty,"5' 7""",155 lbs.,,Orthodox,1980-11-04
Rhadi,Ferguson,,http://ufcstats.com/fighter-details/15f4550e017f6c7d,Rhadi Ferguson,"5' 7""",205 lbs.,,,
Adam,Steele,,http://ufcstats.com/fighter-details/16044bd8762cf794,Adam Steele,,170 lbs.,,,
Jesse,Gillespie,,http://ufcstats.com/fighter-details/160b931119c1bf91,Jesse Gillespie,,185 lbs.,,,
Sarah,Frota,A Treta,http://ufcstats.com/fighter-details/1641ef250e9de19b,Sarah Frota,"5' 6""",125 lbs.,"69""",Southpaw,1987-04-14
Diego,Henrique da Silva,Gaucho,http://ufcstats.com/fighter-details/1649770c649db6a5,Diego Henrique da Silva,"6' 2""",185 lbs.,,Orthodox,1986-08-22
Phil,Baroni,The New York Bad Ass,http://ufcstats.com/fighter-details/1652f3213655b935,Phil Baroni,"5' 9""",170 lbs.,"72""",Orthodox,1976-04-16
Seo Hee,Ham,,http://ufcstats.com/fighter-details/165c244bcca3ed26,Seo Hee Ham,"5' 2""",115 lbs.,"62""",Southpaw,1987-03-08
Omari,Akhmedov,Wolverine,http://ufcstats.com/fighter-details/16690d100f995f8f,Omari Akhmedov,"6' 0""",185 lbs.,"73""",Orthodox,1987-10-12
Josh,Pulsifer,The Platypus,http://ufcstats.com/fighter-details/16867810070dc520,Josh Pulsifer,"5' 10""",145 lbs.,,,1983-03-16
Martin,Sano,Spartan,http://ufcstats.com/fighter-details/16a64f93f6678b7b,Martin Sano,"5' 11""",170 lbs.,"75""",Orthodox,1991-05-30
Quinn,Mulhern,,http://ufcstats.com/fighter-details/16af2d5a6f28bee2,Quinn Mulhern,"6' 3""",155 lbs.,,Orthodox,1984-09-20
Larissa,Pacheco,,http://ufcstats.com/fighter-details/16b89be2f5c16fba,Larissa Pacheco,"5' 7""",135 lbs.,,Orthodox,1994-09-07
Collin,Hart,,http://ufcstats.com/fighter-details/16bf6a73bdd302cd,Collin Hart,"6' 1""",185 lbs.,,Orthodox,1989-10-12
Luiz,Firmino,Buscape,http://ufcstats.com/fighter-details/16d09e800ad7ec79,Luiz Firmino,"5' 6""",154 lbs.,,Orthodox,1982-03-18
Luke,Barnatt,The Bigslow,http://ufcstats.com/fighter-details/172c2135e70f87b7,Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,1988-04-13
Roland,Delorme,,http://ufcstats.com/fighter-details/173acb3f920082b8,Roland Delorme,"5' 9""",135 lbs.,"71""",Orthodox,1983-12-18
Aaron,Ely,The Cyborg,http://ufcstats.com/fighter-details/1741343f0ca34dd5,Aaron Ely,"5' 8""",135 lbs.,,,1989-03-18
Cristina,Stanciu,Barbie,http://ufcstats.com/fighter-details/175852708cb55776,Cristina Stanciu,"5' 3""",115 lbs.,,Orthodox,1994-03-29
